MAFATIH-EL-KEIR-EXPORT-Sarl 2678
Ets-EL-MOKHTAR-CO 1474
SOUYADI-Export-Sarl 3204
Trading-Algeria-Wide-Sarl-TAW-EXPORT 1886
RACH-FOOD-Sarl 4487
BARICAL-EURL 9462
HALLI-VERT 9533
HYGIETEC-HACHANI-Mohamed 6873
TASSALI-Sarl 8629
Ets-MABROUK 4648
ALMAFRIQUE-Sarl 3003
DOUGUIZ-Sarl 7908
FRUIKA-IMPORT-EXPORT-Sarl 6666
NOORZID-GREEN-Spa 5531
LIF-TRADING-DEVELOPEMENT-Sarl 9446
MERTRAV-AGROALIMENTAIRE-Sarl 1123
KADI-BIO-EXPORT-Sarl 9509
GREEN-FRUITS-VEGETABLES-Sarl 6091
EL-KAMLA 6785
Les-Grands-Moulins-du-Sud-OUMACHE-Spa-GMS-OUMACHE 4559
DANI-NET 7965
PERFECT-SNACKS-Eurl 4370
WASLY-INDUSTRIE-Sarl 9411
EDHAOUAKA-EL-DJAZAIRIA-Sarl 9903
FACILIFOOD-Sarl 1402
MERADJA-COLIFEL-Eurl 8358
UNITED-TOBACCO-COMPANY-Spa 7239
DYDO-Sarl 7573
GROUPE-LOUIFI-SARL 5925
SEAWIND-GLOBAL-Eurl 1693
CAP-DE-GARDE-Sarl 5420
Ets-SADI-Kamel 2380
SSA-SIG-AGRO-Sarl 2428
EL-SABAH-Commerce-&-Invest-&-Gest 4481
Algérienne-de-Produit-Agricole-et-Export-Sarl-AGRIMED 1071
SERENA-IMPORT-EXPORT-Sarl 3841
SIMAC-PLUS-Sarl 1596
SOCIETE-BOULAL-Eurl 8886
SETA-GLOBAL-Sarl 8113
WORLDWIDE-BIO-FOOD-Sarl 9064
Agrana-fruit-algerie-Spa 9292
SERVINAL-ALIMENTAIRE-Sarl 7018
REBAHI-IMPORT-EXPORT-Eurl 7864
SAVEUR-DE-GRAND-SUD-IMPORT-EXPORT-Eurl 7722
SAVEUR-DU-SA-HARA-Eurl 1473
SCTPAA-MEGA-DATTE-ELWAFA-Eurl 4960
SALIM-COBRA-EXPORTATION-EURL 6261
ROUISSI-SELAMI-IMPORT-EXPORT-Eurl 1585
ZERIG-NEW-WORLD-EURL 6210
TOLGA-GARDENS-Sarl 4889
F.M-PRODUITS-Sarl 9953
NANI-FOOD-Sarl 1195
KOUTOUF-BILADI-Eurl 9934
PRECIEUSE-BOVINS-ALGERIEN-Sarl 1161
OURAK-IMPORT-EXPORT-Eurl 5782
KHALAF-BEN-SAYAH-IMPORT-EXPORT-Eurl 1620
AQUASUB-Eurl 8985
LALIOUI-POUR-COMMERCIALISATION-Eurl 7632
EL-MOSTAKBAL-SERVICES-AGRICOLES-Sarl 7729
LAND-BRAWEN-INTERNATIONAL 6246
LES-FRERES-BOUCHEKAL-EXPORT-Sarl 2910
LC-business-import-export-SARL 9431
Les-fruits-du-désert-sarl 5358
EL-BISKRIA-COMMERCIALISATION-DE-PRODUITS-AGRICOLES-ECPA-Sarl 6739
KHIR-BLADI-EXPORT-Sarl 4099
Agence-Nationale-pour-la-Conservation-de-la-Nature-EPA-ANN 7635
CHENNAF-FAOUZI-EXPORT-Eurl 7251
COMFORT-TRADE-Sarl 4782
ARKHEL-ORCHARD-SARL 1587
DJEFFAL-NABIL-IMPORT-EXPORT-Eurl 9482
DJAOUHARAT-TITRI-LITANMIA-EL-MOSTADAMA-Sarl 7295
DATOL-Export-Eurl 4076
El-Moukhtar.Co 6603
DANOR-Sarl 9932
SAPHYTO-Sarl 1742
Socité-d'exploitation-agricole-SEA-Daouia 4328
MYR-AGRI-BUSINESS-Sarl 8160
AL-BARAKA 6481
Amine-Commerce-Eurl 8992
Chambre-d'agriculture 1730
ROC-Algérie-Sarl 1734
ETS-CHEKALIL-ABDELLAH 3677
CCLS-AIN-DEFLA-Cooperative-Céréales-Et-Légumes-Sec 8707
Ellatif-Multiservices 4128
Djenane-noor-SARL 5688
Ametna-Sarl 2484
Global-food-supplier-SARL 7384
Gold-marque-import-export-SARL 3410
Ahras-export-SARL 1398
HAKIM-TRADING-EXPORT-sarl 7614
EL-NADJAH-AGRO-Eurl 5811
Ets-GRINE-Mohamed-Export 3499
Ets-KERBAA-Abdelkrim 2464
AGRO-BIO-SAMI-EURL 9865
BELLI-Import-Export-EURL 4854
ICOSIUM-FOODS-Sarl 7283
AGRICOLA-BETAIL-Sarl 9287
Groupe-Moulay-Nadjem-Sarl-GMN 4045
AGRO-RAYANE-Sarl 8020
Ets-HADDOUD-Salim 9429
AGROEARTH-Sarl 7840
Groupe-YSREF 2243
BIODATTES-ALGERIE-EURL 5455
AGRODAT-Sarl 9562
SALEM-PRIMEUR-Sarl 2426
ALLOUACHE-AMAR-EXPORT-EURL 1562
EL-AHLIA-EXPORT-Sarl 1366
Etablissement-BENHALIMA-Ahmed 4807
GEXIMA-SPA 6774
TOLGA-AGRO-FOOD-Sarl 7747
BENZAZA-Import-Export-Sarl 9955
SED-OASIS-Sarl 8048
MAMINE-EURL 6619
SOCOFEL-Sarl 6640
Les-Moulins-EL-MALIK-Sarl 1691
Agro-Multi-Investissement-&-Services-Spa-AXIUM 7151
L'UNIVERS-AGRICOLE-KRAOUL-&-Fils-Sarl 8696
GROUPE-ZIZI 5086
